Molecule List Name	Precursor Name	Precursor Mz	Precursor Charge	Product Mz	Product Charge	Explicit Retention Time	Explicit Retention Time Window	Note	Source_ID	Source	control_chart	original_Precursor_Name	original_Note
FFA	FFA(20:4)	303.23	-1	303.23	-1	2.93	0.5	SIL_FFA(20:4)-d5	SIL_Arachidonic acid-d5	Cayman Chemical	TRUE	FFA(20:4)	SIL_FFA(20:4)-d5
FFA	FFA(20:5)	301.22	-1	301.22	-1	2.43	0.5	SIL_FFA(20:4)-d5	SIL_Arachidonic acid-d5	Cayman Chemical	FALSE	FFA(20:5)	SIL_FFA(20:4)-d5
FFA	FFA(22:4)	331.26	-1	331.26	-1	3.54	0.5	SIL_FFA(20:4)-d5	SIL_Arachidonic acid-d5	Cayman Chemical	FALSE	FFA(22:4)	SIL_FFA(20:4)-d5
FFA	FFA(22:5)	329.25	-1	329.25	-1	3.09	0.5	SIL_FFA(20:4)-d5	SIL_Arachidonic acid-d5	Cayman Chemical	FALSE	FFA(22:5)	SIL_FFA(20:4)-d5
FFA	FFA(22:6)	327.23	-1	327.23	-1	2.75	0.5	SIL_FFA(20:4)-d5	SIL_Arachidonic acid-d5	Cayman Chemical	FALSE	FFA(22:6)	SIL_FFA(20:4)-d5
FFA	FFA(24:0)	367.36	-1	367.36	-1	6.25	0.5	SIL_FFA(20:4)-d5	SIL_Arachidonic acid-d5	Cayman Chemical	FALSE	FFA(24:0)	SIL_FFA(20:4)-d5
FFA	FFA(24:1)	365.34	-1	365.34	-1	5.41	0.5	SIL_FFA(20:4)-d5	SIL_Arachidonic acid-d5	Cayman Chemical	FALSE	FFA(24:1)	SIL_FFA(20:4)-d5
FFA	SIL_FFA(16:0)-d5	260.492	-1	260.492	-1	3.36	0.5	NA	NA	Cayman Chemical	FALSE	SIL_FFA(16:0)-d5	NA
FFA	SIL_FFA(18:0)-d4	287.492	-1	287.492	-1	4.01	0.5	NA	NA	Cayman Chemical	FALSE	SIL_FFA(18:0)-d4	NA
FFA	SIL_FFA(18:1)-d9	290.304	-1	290.304	-1	3.5	0.5	NA	NA	Cayman Chemical	FALSE	SIL_FFA(18:1)-d9	NA
FFA	SIL_FFA(18:2)-d11	290.492	-1	290.492	-1	2.96	0.5	NA	NA	Cayman Chemical	FALSE	SIL_FFA(18:2)-d11	NA
FFA	SIL_FFA(20:4)-d5	308.492	-1	308.492	-1	2.86	0.5	NA	NA	Cayman Chemical	FALSE	SIL_FFA(20:4)-d5	NA
HCER	HCER(14:0)	672.5	1	264.4	1	5.77	0.5	SIL_HCER(15:0)-d7	SIL_C15 Glucosyl(?) Ceramide-D7 (d18:1-D7/15:0)	SphingoSPLASH	FALSE	HCER(14:0)	SIL_HCER(15:0)-d7
HCER	HCER(16:0)	700.7	1	264.4	1	6.67	0.5	SIL_HCER(15:0)-d7	SIL_C15 Glucosyl(?) Ceramide-D7 (d18:1-D7/15:0)	SphingoSPLASH	FALSE	HCER(16:0)	SIL_HCER(15:0)-d7
HCER	HCER(18:0)	728.8	1	264.4	1	7.7	0.5	SIL_HCER(15:0)-d7	SIL_C15 Glucosyl(?) Ceramide-D7 (d18:1-D7/15:0)	SphingoSPLASH	FALSE	HCER(18:0)	SIL_HCER(15:0)-d7
HCER	HCER(18:1)	726.7	1	264.4	1	6.82	0.5	SIL_HCER(15:0)-d7	SIL_C15 Glucosyl(?) Ceramide-D7 (d18:1-D7/15:0)	SphingoSPLASH	FALSE	HCER(18:1)	SIL_HCER(15:0)-d7
HCER	HCER(20:0)	756.7	1	264.4	1	8.8	0.5	SIL_HCER(15:0)-d7	SIL_C15 Glucosyl(?) Ceramide-D7 (d18:1-D7/15:0)	SphingoSPLASH	FALSE	HCER(20:0)	SIL_HCER(15:0)-d7
HCER	HCER(20:1)	754.7	1	264.4	1	8.63	0.5	SIL_HCER(15:0)-d7	SIL_C15 Glucosyl(?) Ceramide-D7 (d18:1-D7/15:0)	SphingoSPLASH	FALSE	HCER(20:1)	SIL_HCER(15:0)-d7
HCER	HCER(22:0)	784.9	1	264.4	1	9.98	0.5	SIL_HCER(15:0)-d7	SIL_C15 Glucosyl(?) Ceramide-D7 (d18:1-D7/15:0)	SphingoSPLASH	FALSE	HCER(22:0)	SIL_HCER(15:0)-d7
HCER	HCER(22:1)	782.8	1	264.4	1	8.78	0.5	SIL_HCER(15:0)-d7	SIL_C15 Glucosyl(?) Ceramide-D7 (d18:1-D7/15:0)	SphingoSPLASH	FALSE	HCER(22:1)	SIL_HCER(15:0)-d7
HCER	HCER(24:0)	812.9	1	264.4	1	10.25	0.5	SIL_HCER(15:0)-d7	SIL_C15 Glucosyl(?) Ceramide-D7 (d18:1-D7/15:0)	SphingoSPLASH	FALSE	HCER(24:0)	SIL_HCER(15:0)-d7
HCER	HCER(24:1)	810.9	1	264.4	1	9.96	0.5	SIL_HCER(15:0)-d7	SIL_C15 Glucosyl(?) Ceramide-D7 (d18:1-D7/15:0)	SphingoSPLASH	FALSE	HCER(24:1)	SIL_HCER(15:0)-d7
HCER	HCER(26:0)	840.9	1	264.4	1	10.41	0.5	SIL_HCER(15:0)-d7	SIL_C15 Glucosyl(?) Ceramide-D7 (d18:1-D7/15:0)	SphingoSPLASH	FALSE	HCER(26:0)	SIL_HCER(15:0)-d7
HCER	HCER(26:1)	838.9	1	264.4	1	10.25	0.5	SIL_HCER(15:0)-d7	SIL_C15 Glucosyl(?) Ceramide-D7 (d18:1-D7/15:0)	SphingoSPLASH	FALSE	HCER(26:1)	SIL_HCER(15:0)-d7
HCER	SIL_HCER(15:0)-d7	710.69	1	193.08	1	5.61	0.5	NA	NA	SphingoSPLASH	FALSE	SIL_HCER(15:0)-d7	NA
LCER	LCER(14:0)	834.9	1	264.4	1	5.52	0.5	SIL_LCER(15:0)-d7	SIL_C15 Lactosyl(?) Ceramide-D7 (d18:1-D7/15:0)	SphingoSPLASH	FALSE	LCER(14:0)	SIL_LCER(15:0)-d7
LCER	LCER(16:0)	862.9	1	264.4	1	6.4	0.5	SIL_LCER(15:0)-d7	SIL_C15 Lactosyl(?) Ceramide-D7 (d18:1-D7/15:0)	SphingoSPLASH	FALSE	LCER(16:0)	SIL_LCER(15:0)-d7
LCER	LCER(18:0)	890.2	1	264.4	1	7.42	0.5	SIL_LCER(15:0)-d7	SIL_C15 Lactosyl(?) Ceramide-D7 (d18:1-D7/15:0)	SphingoSPLASH	FALSE	LCER(18:0)	SIL_LCER(15:0)-d7
LCER	LCER(18:1)	888.2	1	264.4	1	6.6	0.5	SIL_LCER(15:0)-d7	SIL_C15 Lactosyl(?) Ceramide-D7 (d18:1-D7/15:0)	SphingoSPLASH	FALSE	LCER(18:1)	SIL_LCER(15:0)-d7
LCER	LCER(20:0)	918.2	1	264.4	1	8.36	0.5	SIL_LCER(15:0)-d7	SIL_C15 Lactosyl(?) Ceramide-D7 (d18:1-D7/15:0)	SphingoSPLASH	FALSE	LCER(20:0)	SIL_LCER(15:0)-d7
LCER	LCER(20:1)	916.2	1	264.4	1	7.35	0.5	SIL_LCER(15:0)-d7	SIL_C15 Lactosyl(?) Ceramide-D7 (d18:1-D7/15:0)	SphingoSPLASH	FALSE	LCER(20:1)	SIL_LCER(15:0)-d7
LCER	LCER(22:0)	946.2	1	264.4	1	9.62	0.5	SIL_LCER(15:0)-d7	SIL_C15 Lactosyl(?) Ceramide-D7 (d18:1-D7/15:0)	SphingoSPLASH	FALSE	LCER(22:0)	SIL_LCER(15:0)-d7
LCER	LCER(22:1)	944.2	1	264.4	1	8.47	0.5	SIL_LCER(15:0)-d7	SIL_C15 Lactosyl(?) Ceramide-D7 (d18:1-D7/15:0)	SphingoSPLASH	FALSE	LCER(22:1)	SIL_LCER(15:0)-d7
LCER	LCER(24:0)	974.8	1	264.4	1	10.16	0.5	SIL_LCER(15:0)-d7	SIL_C15 Lactosyl(?) Ceramide-D7 (d18:1-D7/15:0)	SphingoSPLASH	FALSE	LCER(24:0)	SIL_LCER(15:0)-d7
LCER	LCER(24:1)	972.9	1	264.4	1	9.57	0.5	SIL_LCER(15:0)-d7	SIL_C15 Lactosyl(?) Ceramide-D7 (d18:1-D7/15:0)	SphingoSPLASH	FALSE	LCER(24:1)	SIL_LCER(15:0)-d7
LCER	LCER(26:0)	1002.4	1	264.4	1	10.36	0.5	SIL_LCER(15:0)-d7	SIL_C15 Lactosyl(?) Ceramide-D7 (d18:1-D7/15:0)	SphingoSPLASH	FALSE	LCER(26:0)	SIL_LCER(15:0)-d7
LCER	LCER(26:1)	1000.4	1	264.4	1	10.16	0.5	SIL_LCER(15:0)-d7	SIL_C15 Lactosyl(?) Ceramide-D7 (d18:1-D7/15:0)	SphingoSPLASH	FALSE	LCER(26:1)	SIL_LCER(15:0)-d7
LCER	SIL_LCER(15:0)-d7	855.81	1	513.6	1	5.98	0.5	NA	NA	SphingoSPLASH	FALSE	SIL_LCER(15:0)-d7	NA
LPA	LPA(12:0)	353.173	-1	153.1	-1	0.47	0.5	SIL_LPA(16:0)-d9	SIL_1-Palmitoyl-d9-2-hydroxy-sn-glycero-3-PA	Cayman Chemical	FALSE	LPA(12:0)	SIL_LPA(16:0)-d9
LPA	LPA(13:0)	367.189	-1	153.1	-1	0.54	0.5	SIL_LPA(16:0)-d9	SIL_1-Palmitoyl-d9-2-hydroxy-sn-glycero-3-PA	Cayman Chemical	FALSE	LPA(13:0)	SIL_LPA(16:0)-d9
LPA	LPA(14:0)	381.205	-1	153.1	-1	2.1	0.5	SIL_LPA(16:0)-d9	SIL_1-Palmitoyl-d9-2-hydroxy-sn-glycero-3-PA	Cayman Chemical	FALSE	LPA(14:0)	SIL_LPA(16:0)-d9
LPA	LPA(16:0)	409.236	-1	153.1	-1	2.89	0.5	SIL_LPA(16:0)-d9	SIL_1-Palmitoyl-d9-2-hydroxy-sn-glycero-3-PA	Cayman Chemical	TRUE	LPA(16:0)	SIL_LPA(16:0)-d9
LPA	LPA(16:1)	407.22	-1	153.1	-1	1.88	0.5	SIL_LPA(16:0)-d9	SIL_1-Palmitoyl-d9-2-hydroxy-sn-glycero-3-PA	Cayman Chemical	FALSE	LPA(16:1)	SIL_LPA(16:0)-d9
LPA	LPA(17:1)	421.236	-1	153.1	-1	2.61	0.5	SIL_LPA(16:0)-d9	SIL_1-Palmitoyl-d9-2-hydroxy-sn-glycero-3-PA	Cayman Chemical	FALSE	LPA(17:1)	SIL_LPA(16:0)-d9
LPA	LPA(18:0)	437.267	-1	153.1	-1	3.61	0.5	SIL_LPA(16:0)-d9	SIL_1-Palmitoyl-d9-2-hydroxy-sn-glycero-3-PA	Cayman Chemical	FALSE	LPA(18:0)	SIL_LPA(16:0)-d9
LPA	LPA(18:1)	435.252	-1	153.1	-1	3.04	0.5	SIL_LPA(16:0)-d9	SIL_1-Palmitoyl-d9-2-hydroxy-sn-glycero-3-PA	Cayman Chemical	FALSE	LPA(18:1)	SIL_LPA(16:0)-d9
LPA	LPA(18:2)	433.236	-1	153.1	-1	2.55	0.5	SIL_LPA(16:0)-d9	SIL_1-Palmitoyl-d9-2-hydroxy-sn-glycero-3-PA	Cayman Chemical	FALSE	LPA(18:2)	SIL_LPA(16:0)-d9
LPA	LPA(20:0)	465.299	-1	153.1	-1	3.85	0.5	SIL_LPA(16:0)-d9	SIL_1-Palmitoyl-d9-2-hydroxy-sn-glycero-3-PA	Cayman Chemical	FALSE	LPA(20:0)	SIL_LPA(16:0)-d9
LPA	LPA(20:4)	457.236	-1	153.1	-1	2.16	0.5	SIL_LPA(16:0)-d9	SIL_1-Palmitoyl-d9-2-hydroxy-sn-glycero-3-PA	Cayman Chemical	FALSE	LPA(20:4)	SIL_LPA(16:0)-d9
LPA	LPA(21:0)	479.314	-1	153.1	-1	2.45	0.5	SIL_LPA(16:0)-d9	SIL_1-Palmitoyl-d9-2-hydroxy-sn-glycero-3-PA	Cayman Chemical	FALSE	LPA(21:0)	SIL_LPA(16:0)-d9
LPA	LPA(21:2)	475.283	-1	321.28	-1	2.58	0.5	SIL_LPA(16:0)-d9	SIL_1-Palmitoyl-d9-2-hydroxy-sn-glycero-3-PA	Cayman Chemical	FALSE	LPA(21:2)	SIL_LPA(16:0)-d9
LPA	LPA(21:4)	471.252	-1	153.1	-1	2.4	0.5	SIL_LPA(16:0)-d9	SIL_1-Palmitoyl-d9-2-hydroxy-sn-glycero-3-PA	Cayman Chemical	FALSE	LPA(21:4)	SIL_LPA(16:0)-d9
LPA	LPA(22:4)	485.267	-1	153.1	-1	2.17	0.5	SIL_LPA(16:0)-d9	SIL_1-Palmitoyl-d9-2-hydroxy-sn-glycero-3-PA	Cayman Chemical	FALSE	LPA(22:4)	SIL_LPA(16:0)-d9
LPA	LPA(22:6)	481.236	-1	153.1	-1	2.07	0.5	SIL_LPA(16:0)-d9	SIL_1-Palmitoyl-d9-2-hydroxy-sn-glycero-3-PA	Cayman Chemical	FALSE	LPA(22:6)	SIL_LPA(16:0)-d9
LPA	SIL_LPA(16:0)-d9	418.492	-1	264.3	-1	2.53	0.5	NA	NA	Cayman Chemical	FALSE	SIL_LPA(16:0)-d9	NA
LPC	LPC(14:0)	526.317	-1	227.202	-1	2.14	0.5	SIL_LPC(15:0)-d5	SIL_15:0 Lyso PC-d5	UltimateSPLASH	FALSE	LPC(14:0)	SIL_LPC(15:0)-d5
LPC	LPC(16:0)	554.35	-1	255.233	-1	2.91	0.5	SIL_LPC(15:0)-d5	SIL_15:0 Lyso PC-d5	UltimateSPLASH	FALSE	LPC(16:0)	SIL_LPC(15:0)-d5
LPC	LPC(16:1)	552.331	-1	253.217	-1	2.33	0.5	SIL_LPC(15:0)-d5	SIL_15:0 Lyso PC-d5	UltimateSPLASH	FALSE	LPC(16:1)	SIL_LPC(15:0)-d5
LPC	LPC(18:0)	582.378	-1	283.264	-1	3.6	0.5	SIL_LPC(17:0)-d5	SIL_17:0 Lyso PC-d5	UltimateSPLASH	FALSE	LPC(18:0)	SIL_LPC(17:0)-d5
LPC	LPC(18:1)	580.362	-1	281.249	-1	3.04	0.5	SIL_LPC(17:0)-d5	SIL_17:0 Lyso PC-d5	UltimateSPLASH	FALSE	LPC(18:1)	SIL_LPC(17:0)-d5
LPC	LPC(18:2)	578.346	-1	279.233	-1	2.54	0.5	SIL_LPC(17:0)-d5	SIL_17:0 Lyso PC-d5	UltimateSPLASH	FALSE	LPC(18:2)	SIL_LPC(17:0)-d5
LPC	LPC(18:3)	576.331	-1	277.217	-1	2.11	0.5	SIL_LPC(17:0)-d5	SIL_17:0 Lyso PC-d5	UltimateSPLASH	FALSE	LPC(18:3)	SIL_LPC(17:0)-d5
LPC	LPC(20:0)	610.409	-1	311.3	-1	4.1	0.5	SIL_LPC(19:0)-d5	SIL_19:0 Lyso PC-d5	UltimateSPLASH	FALSE	LPC(20:0)	SIL_LPC(19:0)-d5
LPC	LPC(20:1)	608.393	-1	309.28	-1	3.66	0.5	SIL_LPC(19:0)-d5	SIL_19:0 Lyso PC-d5	UltimateSPLASH	FALSE	LPC(20:1)	SIL_LPC(19:0)-d5
LPC	LPC(20:2)	606.378	-1	307.264	-1	3.21	0.5	SIL_LPC(19:0)-d5	SIL_19:0 Lyso PC-d5	UltimateSPLASH	FALSE	LPC(20:2)	SIL_LPC(19:0)-d5
LPC	LPC(20:3)	604.362	-1	305.249	-1	2.81	0.5	SIL_LPC(19:0)-d5	SIL_19:0 Lyso PC-d5	UltimateSPLASH	FALSE	LPC(20:3)	SIL_LPC(19:0)-d5
LPC	LPC(20:4)	602.346	-1	303.233	-1	2.48	0.5	SIL_LPC(19:0)-d5	SIL_19:0 Lyso PC-d5	UltimateSPLASH	FALSE	LPC(20:4)	SIL_LPC(19:0)-d5
LPC	LPC(20:5)	600.331	-1	301.217	-1	2.07	0.5	SIL_LPC(19:0)-d5	SIL_19:0 Lyso PC-d5	UltimateSPLASH	FALSE	LPC(20:5)	SIL_LPC(19:0)-d5
LPC	LPC(22:4)	630.364	-1	331.264	-1	3.05	0.5	SIL_LPC(19:0)-d5	SIL_19:0 Lyso PC-d5	UltimateSPLASH	FALSE	LPC(22:4)	SIL_LPC(19:0)-d5
LPC	LPC(22:5)	628.362	-1	329.249	-1	2.62	0.5	SIL_LPC(19:0)-d5	SIL_19:0 Lyso PC-d5	UltimateSPLASH	FALSE	LPC(22:5)	SIL_LPC(19:0)-d5
LPC	LPC(22:6)	626.346	-1	327.233	-1	2.41	0.5	SIL_LPC(19:0)-d5	SIL_19:0 Lyso PC-d5	UltimateSPLASH	FALSE	LPC(22:6)	SIL_LPC(19:0)-d5
LPC	SIL_LPC(15:0)-d5	545.36	-1	241.2	-1	2.56	0.5	NA	NA	UltimateSPLASH	FALSE	SIL_LPC(15:0)-d5	NA
LPC	SIL_LPC(17:0)-d5	573.39	-1	269.2	-1	3.27	0.5	NA	NA	UltimateSPLASH	FALSE	SIL_LPC(17:0)-d5	NA
LPC	SIL_LPC(19:0)-d5	601.42	-1	297.3	-1	3.88	0.5	NA	NA	UltimateSPLASH	FALSE	SIL_LPC(19:0)-d5	NA
LPE	LPE(14:0)	424.247	-1	227.202	-1	2.22	0.5	SIL_LPE(15:0)-d5	SIL_15:0 Lyso PE-d5	UltimateSPLASH	FALSE	LPE(14:0)	SIL_LPE(15:0)-d5
LPE	LPE(15:0)	438.3	-1	241.2	-1	2.62	0.5	SIL_LPE(15:0)-d5	SIL_15:0 Lyso PE-d5	UltimateSPLASH	TRUE	LPE(15:0)	SIL_LPE(15:0)-d5
LPE	LPE(16:0)	452.278	-1	255.233	-1	2.99	0.5	SIL_LPE(15:0)-d5	SIL_15:0 Lyso PE-d5	UltimateSPLASH	FALSE	LPE(16:0)	SIL_LPE(15:0)-d5
LPE	LPE(16:1)	450.263	-1	253.217	-1	2.39	0.5	SIL_LPE(15:0)-d5	SIL_15:0 Lyso PE-d5	UltimateSPLASH	FALSE	LPE(16:1)	SIL_LPE(15:0)-d5
LPE	LPE(17:0)	466.3	-1	269.2	-1	3.34	0.5	SIL_LPE(17:0)-d5	SIL_17:0 Lyso PE-d5	UltimateSPLASH	FALSE	LPE(17:0)	SIL_LPE(17:0)-d5
LPE	LPE(18:0)	480.31	-1	283.264	-1	3.67	0.5	SIL_LPE(17:0)-d5	SIL_17:0 Lyso PE-d5	UltimateSPLASH	FALSE	LPE(18:0)	SIL_LPE(17:0)-d5
LPE	LPE(18:1)	478.293	-1	281.249	-1	3.12	0.5	SIL_LPE(17:0)-d5	SIL_17:0 Lyso PE-d5	UltimateSPLASH	FALSE	LPE(18:1)	SIL_LPE(17:0)-d5
LPE	LPE(18:2)	476.278	-1	279.233	-1	2.62	0.5	SIL_LPE(17:0)-d5	SIL_17:0 Lyso PE-d5	UltimateSPLASH	FALSE	LPE(18:2)	SIL_LPE(17:0)-d5
LPE	LPE(18:3)	474.263	-1	277.217	-1	2.19	0.5	SIL_LPE(17:0)-d5	SIL_17:0 Lyso PE-d5	UltimateSPLASH	FALSE	LPE(18:3)	SIL_LPE(17:0)-d5
LPE	LPE(19:0)	494.3	-1	297.3	-1	3.91	0.5	SIL_LPE(19:0)-d5	SIL_19:0 Lyso PE-d5	UltimateSPLASH	FALSE	LPE(19:0)	SIL_LPE(19:0)-d5
LPE	LPE(20:0)	508.341	-1	311.3	-1	4.07	0.5	SIL_LPE(19:0)-d5	SIL_19:0 Lyso PE-d5	UltimateSPLASH	FALSE	LPE(20:0)	SIL_LPE(19:0)-d5
LPE	LPE(20:1)	506.325	-1	309.28	-1	3.73	0.5	SIL_LPE(19:0)-d5	SIL_19:0 Lyso PE-d5	UltimateSPLASH	FALSE	LPE(20:1)	SIL_LPE(19:0)-d5
LPE	LPE(20:2)	504.31	-1	307.264	-1	3.27	0.5	SIL_LPE(19:0)-d5	SIL_19:0 Lyso PE-d5	UltimateSPLASH	FALSE	LPE(20:2)	SIL_LPE(19:0)-d5
LPE	LPE(20:3)	502.294	-1	305.249	-1	2.88	0.5	SIL_LPE(19:0)-d5	SIL_19:0 Lyso PE-d5	UltimateSPLASH	FALSE	LPE(20:3)	SIL_LPE(19:0)-d5
LPE	LPE(20:4)	500.278	-1	303.233	-1	2.57	0.5	SIL_LPE(19:0)-d5	SIL_19:0 Lyso PE-d5	UltimateSPLASH	FALSE	LPE(20:4)	SIL_LPE(19:0)-d5
LPE	LPE(20:5)	498.263	-1	301.217	-1	2.14	0.5	SIL_LPE(19:0)-d5	SIL_19:0 Lyso PE-d5	UltimateSPLASH	FALSE	LPE(20:5)	SIL_LPE(19:0)-d5
LPE	LPE(22:4)	528.31	-1	331.264	-1	3.12	0.5	SIL_LPE(19:0)-d5	SIL_19:0 Lyso PE-d5	UltimateSPLASH	FALSE	LPE(22:4)	SIL_LPE(19:0)-d5
LPE	LPE(22:5)	526.294	-1	329.249	-1	2.71	0.5	SIL_LPE(19:0)-d5	SIL_19:0 Lyso PE-d5	UltimateSPLASH	FALSE	LPE(22:5)	SIL_LPE(19:0)-d5
LPE	LPE(22:6)	524.278	-1	327.233	-1	2.48	0.5	SIL_LPE(19:0)-d5	SIL_19:0 Lyso PE-d5	UltimateSPLASH	FALSE	LPE(22:6)	SIL_LPE(19:0)-d5
LPE	SIL_LPE(15:0)-d5	443.29	-1	241.2	-1	2.52	0.5	NA	NA	UltimateSPLASH	FALSE	SIL_LPE(15:0)-d5	NA
LPE	SIL_LPE(17:0)-d5	471.33	-1	269.2	-1	3.29	0.5	NA	NA	UltimateSPLASH	FALSE	SIL_LPE(17:0)-d5	NA
LPE	SIL_LPE(19:0)-d5	499.36	-1	297.3	-1	3.85	0.5	NA	NA	UltimateSPLASH	FALSE	SIL_LPE(19:0)-d5	NA
LPG	LPG(14:0)	455.241	-1	227.202	-1	1.53	0.5	SIL_LPG(15:0)-d5	SIL_15:0 Lyso PG-d5	UltimateSPLASH	FALSE	LPG(14:0)	SIL_LPG(15:0)-d5
LPG	LPG(15:0)	469.25	-1	241.2	-1	2.56	0.5	SIL_LPG(15:0)-d5	SIL_15:0 Lyso PG-d5	UltimateSPLASH	TRUE	LPG(15:0)	SIL_LPG(15:0)-d5
LPG	LPG(16:0)	483.273	-1	255.233	-1	2.33	0.5	SIL_LPG(15:0)-d5	SIL_15:0 Lyso PG-d5	UltimateSPLASH	FALSE	LPG(16:0)	SIL_LPG(15:0)-d5
LPG	LPG(16:1)	481.257	-1	253.217	-1	1.89	0.5	SIL_LPG(15:0)-d5	SIL_15:0 Lyso PG-d5	UltimateSPLASH	FALSE	LPG(16:1)	SIL_LPG(15:0)-d5
LPG	LPG(17:0)	481.3	-1	253.2	-1	2.62	0.5	SIL_LPG(17:0)-d5	SIL_17:0 Lyso PG-d5	UltimateSPLASH	FALSE	LPG(17:0)	SIL_LPG(17:0)-d5
LPG	LPG(18:0)	511.304	-1	283.264	-1	3.01	0.5	SIL_LPG(17:0)-d5	SIL_17:0 Lyso PG-d5	UltimateSPLASH	FALSE	LPG(18:0)	SIL_LPG(17:0)-d5
LPG	LPG(18:1)	509.289	-1	281.249	-1	2.47	0.5	SIL_LPG(17:0)-d5	SIL_17:0 Lyso PG-d5	UltimateSPLASH	FALSE	LPG(18:1)	SIL_LPG(17:0)-d5
LPG	LPG(18:2)	507.273	-1	279.233	-1	2.02	0.5	SIL_LPG(17:0)-d5	SIL_17:0 Lyso PG-d5	UltimateSPLASH	FALSE	LPG(18:2)	SIL_LPG(17:0)-d5
LPG	LPG(18:3)	505.257	-1	277.217	-1	1.52	0.5	SIL_LPG(17:0)-d5	SIL_17:0 Lyso PG-d5	UltimateSPLASH	FALSE	LPG(18:3)	SIL_LPG(17:0)-d5
LPG	LPG(19:0)	525.3	-1	297.3	-1	2.59	0.5	SIL_LPG(19:0)-d5	SIL_19:0 Lyso PG-d5	UltimateSPLASH	FALSE	LPG(19:0)	SIL_LPG(19:0)-d5
LPG	LPG(20:0)	539.335	-1	311.3	-1	2.96	0.5	SIL_LPG(19:0)-d5	SIL_19:0 Lyso PG-d5	UltimateSPLASH	FALSE	LPG(20:0)	SIL_LPG(19:0)-d5
LPG	LPG(20:1)	537.32	-1	309.28	-1	3.06	0.5	SIL_LPG(19:0)-d5	SIL_19:0 Lyso PG-d5	UltimateSPLASH	FALSE	LPG(20:1)	SIL_LPG(19:0)-d5
LPG	LPG(20:2)	535.304	-1	307.264	-1	2.62	0.5	SIL_LPG(19:0)-d5	SIL_19:0 Lyso PG-d5	UltimateSPLASH	FALSE	LPG(20:2)	SIL_LPG(19:0)-d5
LPG	LPG(20:3)	533.289	-1	305.249	-1	2.28	0.5	SIL_LPG(19:0)-d5	SIL_19:0 Lyso PG-d5	UltimateSPLASH	FALSE	LPG(20:3)	SIL_LPG(19:0)-d5
LPG	LPG(20:4)	531.273	-1	303.233	-1	1.86	0.5	SIL_LPG(19:0)-d5	SIL_19:0 Lyso PG-d5	UltimateSPLASH	FALSE	LPG(20:4)	SIL_LPG(19:0)-d5
LPG	LPG(20:5)	529.257	-1	301.217	-1	1.3	0.5	SIL_LPG(19:0)-d5	SIL_19:0 Lyso PG-d5	UltimateSPLASH	FALSE	LPG(20:5)	SIL_LPG(19:0)-d5
LPG	LPG(22:4)	559.304	-1	331.264	-1	2.43	0.5	SIL_LPG(19:0)-d5	SIL_19:0 Lyso PG-d5	UltimateSPLASH	FALSE	LPG(22:4)	SIL_LPG(19:0)-d5
LPG	LPG(22:5)	557.289	-1	329.249	-1	2.28	0.5	SIL_LPG(19:0)-d5	SIL_19:0 Lyso PG-d5	UltimateSPLASH	FALSE	LPG(22:5)	SIL_LPG(19:0)-d5
LPG	LPG(22:6)	555.273	-1	327.233	-1	2.1	0.5	SIL_LPG(19:0)-d5	SIL_19:0 Lyso PG-d5	UltimateSPLASH	FALSE	LPG(22:6)	SIL_LPG(19:0)-d5
LPG	SIL_LPG(15:0)-d5	474.289	-1	241.2	-1	2.09	0.5	NA	NA	UltimateSPLASH	FALSE	SIL_LPG(15:0)-d5	NA
LPG	SIL_LPG(17:0)-d5	502.32	-1	269.2	-1	2.79	0.5	NA	NA	UltimateSPLASH	FALSE	SIL_LPG(17:0)-d5	NA
LPG	SIL_LPG(19:0)-d5	530.351	-1	297.3	-1	3.45	0.5	NA	NA	UltimateSPLASH	FALSE	SIL_LPG(19:0)-d5	NA
LPI	LPI(14:0)	543.258	-1	227.202	-1	1.53	0.5	SIL_LPI(15:0)-d5	SIL_15:0 Lyso PI-d5	UltimateSPLASH	FALSE	LPI(14:0)	SIL_LPI(15:0)-d5
LPI	LPI(15:0)	557.3	-1	241.2	-1	2.47	0.5	SIL_LPI(15:0)-d5	SIL_15:0 Lyso PI-d5	UltimateSPLASH	TRUE	LPI(15:0)	SIL_LPI(15:0)-d5
LPI	LPI(16:0)	571.289	-1	255.233	-1	2.2	0.5	SIL_LPI(15:0)-d5	SIL_15:0 Lyso PI-d5	UltimateSPLASH	FALSE	LPI(16:0)	SIL_LPI(15:0)-d5
LPI	LPI(16:1)	569.273	-1	253.217	-1	1.67	0.5	SIL_LPI(15:0)-d5	SIL_15:0 Lyso PI-d5	UltimateSPLASH	FALSE	LPI(16:1)	SIL_LPI(15:0)-d5
LPI	LPI(17:0)	585.3	-1	269.2	-1	2.53	0.5	SIL_LPI(17:0)-d5	SIL_17:0 Lyso PI-d5	UltimateSPLASH	FALSE	LPI(17:0)	SIL_LPI(17:0)-d5
LPI	LPI(18:0)	599.32	-1	283.264	-1	2.88	0.5	SIL_LPI(17:0)-d5	SIL_17:0 Lyso PI-d5	UltimateSPLASH	FALSE	LPI(18:0)	SIL_LPI(17:0)-d5
LPI	LPI(18:1)	597.305	-1	281.249	-1	2.33	0.5	SIL_LPI(17:0)-d5	SIL_17:0 Lyso PI-d5	UltimateSPLASH	FALSE	LPI(18:1)	SIL_LPI(17:0)-d5
